expense_id,fund_code,expense_type,expense_category,vendor_name,expense_date,expense_amount,expense_currency,description,invoice_number,approval_status,payment_status,payment_date,allocated_to_investments,created_date,last_modified_date,fx_rate,fx_rate_as_of,fx_rate_source
ADMIN-EXP-1336,ADMIN-FUND-004,Other,Transaction,"Martin, Bradley and Lopez",2023-01-12,9932.47,USD,Inside find development mission across. Toward well or show. Large might skin determine.,83215,PAID,UNPAID,2023-01-12,,2023-01-12,2023-01-12,1.0,2023-01-12,INTERNAL
ADMIN-EXP-1337,ADMIN-FUND-004,Audit,Transaction,Palmer Ltd,2022-08-21,22711.79,USD,If partner thousand seat somebody western together. Name about last blue.,55416,PENDING,UNPAID,2022-08-21,,2022-08-21,2022-08-21,1.0,2022-08-21,INTERNAL
ADMIN-EXP-1338,ADMIN-FUND-004,Other,Transaction,"Hill, Martinez and Dickerson",2022-12-25,17873.53,USD,"Loss attention half tell test growth trial.
Stop floor throw way writer fish. Here join how recent.",19265,APPROVED,PAID,2022-12-25,,2022-12-25,2022-12-25,1.0,2022-12-25,INTERNAL
ADMIN-EXP-1339,ADMIN-FUND-004,Audit,Transaction,Watkins Group,2021-04-05,14387.76,USD,Recent hear at result chair suffer. Expert miss international month same radio.,43712,PAID,UNPAID,2021-04-05,,2021-04-05,2021-04-05,1.0,2021-04-05,INTERNAL
ADMIN-EXP-1340,ADMIN-FUND-004,Audit,Transaction,Hunter Ltd,2021-08-30,59407.31,USD,Board policy draw hotel commercial of important.,31349,PENDING,UNPAID,2021-08-30,,2021-08-30,2021-08-30,1.0,2021-08-30,INTERNAL
ADMIN-EXP-1341,ADMIN-FUND-004,Legal,Fund,"Li, Thompson and Parker",2023-12-04,63999.26,USD,Plant response most. Evening fire the lay attack. Remember state lawyer rule take then I expert.,34763,PAID,PAID,2023-12-04,,2023-12-04,2023-12-04,1.0,2023-12-04,INTERNAL
ADMIN-EXP-1342,ADMIN-FUND-004,Audit,Fund,Fry-Berg,2021-08-25,32925.06,USD,Bar house room stuff scientist knowledge want. Single every star structure anyone care.,22617,PAID,UNPAID,2021-08-25,,2021-08-25,2021-08-25,1.0,2021-08-25,INTERNAL
ADMIN-EXP-1343,ADMIN-FUND-004,Other,Fund,"Patel, Roy and Morgan",2022-12-27,74456.41,USD,Manage what region floor assume thank writer. Music financial explain article.,17056,PENDING,UNPAID,2022-12-27,,2022-12-27,2022-12-27,1.0,2022-12-27,INTERNAL
ADMIN-EXP-1344,ADMIN-FUND-004,Audit,Fund,Smith LLC,2021-06-06,11307.21,USD,Require water large record suggest available. Weight lay sense open discover recent.,79802,APPROVED,PAID,2021-06-06,,2021-06-06,2021-06-06,1.0,2021-06-06,INTERNAL
ADMIN-EXP-1345,ADMIN-FUND-004,Other,Transaction,Brennan-Neal,2024-06-12,45999.92,USD,Population trouble century world upon star. Use prove chair few wide low.,58788,PAID,PAID,2024-06-12,,2024-06-12,2024-06-12,1.0,2024-06-12,INTERNAL
ADMIN-EXP-1346,ADMIN-FUND-004,Legal,Fund,"Roberts, Williams and Gomez",2022-01-05,18123.09,USD,Bill through movement family drug. Movie continue point police fly power feel.,75640,APPROVED,UNPAID,2022-01-05,,2022-01-05,2022-01-05,1.0,2022-01-05,INTERNAL
ADMIN-EXP-1347,ADMIN-FUND-004,Audit,Fund,Rodriguez LLC,2025-05-21,45788.7,USD,Service fish you moment. Want throw clearly.,68686,APPROVED,PAID,2025-05-21,,2025-05-21,2025-05-21,1.0,2025-05-21,INTERNAL
ADMIN-EXP-1348,ADMIN-FUND-004,Audit,Transaction,Esparza Group,2022-11-28,13702.55,USD,Forward cost member leave happen experience city. Drive note finally see walk point rather.,93153,PAID,UNPAID,2022-11-28,,2022-11-28,2022-11-28,1.0,2022-11-28,INTERNAL
ADMIN-EXP-1349,ADMIN-FUND-004,Other,Fund,"Garcia, Berger and Clements",2022-10-28,21771.59,USD,Five upon board listen kind treat star. Issue whether support possible and believe environmental.,18418,PENDING,UNPAID,2022-10-28,,2022-10-28,2022-10-28,1.0,2022-10-28,INTERNAL
ADMIN-EXP-1350,ADMIN-FUND-004,Legal,Fund,"Mooney, Smith and Fields",2020-12-23,53839.8,USD,"Some clearly from gun perhaps rock positive grow.
Else put within. Receive claim if job.",12700,PENDING,PAID,2020-12-23,,2020-12-23,2020-12-23,1.0,2020-12-23,INTERNAL
ADMIN-EXP-1351,ADMIN-FUND-004,Audit,Transaction,Brennan-Patterson,2022-03-14,26578.0,USD,"They similar become reach. Speech pretty hospital do accept.
Doctor beyond black wish.",36860,PENDING,UNPAID,2022-03-14,,2022-03-14,2022-03-14,1.0,2022-03-14,INTERNAL
ADMIN-EXP-1352,ADMIN-FUND-004,Legal,Fund,Hunt Group,2025-01-31,36947.71,USD,View likely ever them tell perhaps.,18695,APPROVED,PAID,2025-01-31,,2025-01-31,2025-01-31,1.0,2025-01-31,INTERNAL
ADMIN-EXP-1353,ADMIN-FUND-004,Other,Fund,Martin PLC,2024-02-29,13899.53,USD,Hope history game rise area newspaper. They edge whatever from military sound.,92445,PENDING,PAID,2024-02-29,,2024-02-29,2024-02-29,1.0,2024-02-29,INTERNAL
ADMIN-EXP-1354,ADMIN-FUND-004,Legal,Fund,Pacheco-Burns,2024-09-10,31939.02,USD,Modern ball discover TV certainly short. Give study notice themselves magazine.,53772,PAID,UNPAID,2024-09-10,,2024-09-10,2024-09-10,1.0,2024-09-10,INTERNAL
ADMIN-EXP-1355,ADMIN-FUND-004,Audit,Fund,"Wang, Rios and Powell",2022-08-11,12678.82,USD,Rise body should another. Participant social would onto question various floor.,71912,APPROVED,PAID,2022-08-11,,2022-08-11,2022-08-11,1.0,2022-08-11,INTERNAL
ADMIN-EXP-1356,ADMIN-FUND-004,Travel,Transaction,Peters Ltd,2023-12-27,57543.32,USD,Computer kind Congress dark news I race.,14321,PENDING,UNPAID,2023-12-27,,2023-12-27,2023-12-27,1.0,2023-12-27,INTERNAL
ADMIN-EXP-1357,ADMIN-FUND-004,Audit,Fund,"Graves, Brown and Perry",2021-03-04,60670.97,USD,Item television what cultural. Cut nor early season answer probably production I.,86484,APPROVED,UNPAID,2021-03-04,,2021-03-04,2021-03-04,1.0,2021-03-04,INTERNAL
ADMIN-EXP-1358,ADMIN-FUND-004,Audit,Transaction,Rodriguez-Brooks,2025-05-10,11596.93,USD,Discussion over but kind several structure. Name guess make gas himself computer want.,63815,APPROVED,UNPAID,2025-05-10,,2025-05-10,2025-05-10,1.0,2025-05-10,INTERNAL
ADMIN-EXP-1359,ADMIN-FUND-004,Other,Transaction,"Smith, Reed and Evans",2021-01-22,10086.02,USD,Best sea wear off nearly. Skin accept image thus at owner when.,17149,PAID,UNPAID,2021-01-22,,2021-01-22,2021-01-22,1.0,2021-01-22,INTERNAL
ADMIN-EXP-1360,ADMIN-FUND-004,Legal,Transaction,Chung PLC,2022-04-02,22671.8,USD,"Field six production partner.
Resource make almost too wear. Air where within window teach.",83259,PAID,UNPAID,2022-04-02,,2022-04-02,2022-04-02,1.0,2022-04-02,INTERNAL
ADMIN-EXP-1361,ADMIN-FUND-004,Legal,Transaction,"Hansen, Garcia and Rasmussen",2024-10-08,33459.9,USD,Year even pull growth continue everything fire. Magazine four nor attorney.,95050,PENDING,UNPAID,2024-10-08,,2024-10-08,2024-10-08,1.0,2024-10-08,INTERNAL
ADMIN-EXP-1362,ADMIN-FUND-004,Travel,Transaction,Collins-Barker,2021-07-29,27322.48,USD,Candidate decide cold service garden sing.,14720,PENDING,UNPAID,2021-07-29,,2021-07-29,2021-07-29,1.0,2021-07-29,INTERNAL
ADMIN-EXP-1363,ADMIN-FUND-004,Other,Fund,Anderson-Rodriguez,2023-04-04,52480.11,USD,"Dark road member development. Sport away forward sister data.
Discuss as evidence need.",27750,APPROVED,PAID,2023-04-04,,2023-04-04,2023-04-04,1.0,2023-04-04,INTERNAL
ADMIN-EXP-1364,ADMIN-FUND-004,Legal,Transaction,Schaefer-Hansen,2021-08-29,61498.88,USD,Figure morning area particularly travel institution last.,99015,PAID,PAID,2021-08-29,,2021-08-29,2021-08-29,1.0,2021-08-29,INTERNAL
ADMIN-EXP-1365,ADMIN-FUND-004,Legal,Transaction,Garrison Ltd,2024-04-04,42489.81,USD,Front defense ground.,18919,APPROVED,PAID,2024-04-04,,2024-04-04,2024-04-04,1.0,2024-04-04,INTERNAL
ADMIN-EXP-1366,ADMIN-FUND-004,Other,Fund,Murphy Ltd,2024-02-27,55395.98,USD,Kind event hotel second her single. Daughter career example board. However early dog up.,58111,PAID,UNPAID,2024-02-27,,2024-02-27,2024-02-27,1.0,2024-02-27,INTERNAL
ADMIN-EXP-1367,ADMIN-FUND-004,Legal,Transaction,Torres-Chambers,2022-10-19,15842.37,USD,Store whose these which. Whatever week type herself tell.,13012,PAID,UNPAID,2022-10-19,,2022-10-19,2022-10-19,1.0,2022-10-19,INTERNAL
ADMIN-EXP-1368,ADMIN-FUND-004,Other,Transaction,"Wheeler, Mckenzie and Barnett",2022-09-19,41755.5,USD,Thank center action almost recent start. Special gun between real will.,78395,PENDING,UNPAID,2022-09-19,,2022-09-19,2022-09-19,1.0,2022-09-19,INTERNAL
ADMIN-EXP-1369,ADMIN-FUND-004,Travel,Transaction,Oconnell-Collins,2024-04-12,17929.34,USD,Smile economic here arrive. Church those exist identify save worry case.,48318,PENDING,UNPAID,2024-04-12,,2024-04-12,2024-04-12,1.0,2024-04-12,INTERNAL
ADMIN-EXP-1370,ADMIN-FUND-004,Audit,Transaction,"Taylor, Jenkins and Garcia",2025-06-24,40858.41,USD,Radio into view example poor mouth. Future yard bed send over lawyer worry. No her alone writer.,25070,APPROVED,PAID,2025-06-24,,2025-06-24,2025-06-24,1.0,2025-06-24,INTERNAL
ADMIN-EXP-1371,ADMIN-FUND-004,Other,Transaction,Edwards and Sons,2023-10-29,29258.35,USD,"Edge push take seek.
Democrat character data skin eat for.",53332,APPROVED,UNPAID,2023-10-29,,2023-10-29,2023-10-29,1.0,2023-10-29,INTERNAL
ADMIN-EXP-1372,ADMIN-FUND-004,Audit,Fund,"Chapman, Hamilton and Foster",2025-01-14,67879.76,USD,Theory ago he life attention mind central. Federal deal force everything music not likely.,98048,APPROVED,PAID,2025-01-14,,2025-01-14,2025-01-14,1.0,2025-01-14,INTERNAL
ADMIN-EXP-1373,ADMIN-FUND-004,Legal,Transaction,"Johnston, Mcpherson and Hernandez",2025-02-13,26712.77,USD,Success much husband risk tell. Plan woman south become.,93491,APPROVED,PAID,2025-02-13,,2025-02-13,2025-02-13,1.0,2025-02-13,INTERNAL
ADMIN-EXP-1374,ADMIN-FUND-004,Legal,Fund,"Rosales, Howard and Rogers",2022-06-29,11375.01,USD,View fine far development first six. Resource notice also within.,11517,PENDING,PAID,2022-06-29,,2022-06-29,2022-06-29,1.0,2022-06-29,INTERNAL
ADMIN-EXP-1375,ADMIN-FUND-004,Other,Fund,"Jacobson, Watts and Rodriguez",2024-06-03,13041.01,USD,Boy deep left prove film. Would citizen address field far data movie. Before term town but.,14331,PENDING,PAID,2024-06-03,,2024-06-03,2024-06-03,1.0,2024-06-03,INTERNAL
ADMIN-EXP-1376,ADMIN-FUND-004,Legal,Transaction,Perez PLC,2024-10-27,27175.7,USD,Room whatever only seat any worker represent. Perhaps national drop pretty require movement base.,94768,PENDING,UNPAID,2024-10-27,,2024-10-27,2024-10-27,1.0,2024-10-27,INTERNAL
ADMIN-EXP-1377,ADMIN-FUND-004,Travel,Transaction,"Wright, Drake and Deleon",2022-02-22,63943.95,USD,Work leg while visit. Hard throw yeah name create energy.,83470,PENDING,PAID,2022-02-22,,2022-02-22,2022-02-22,1.0,2022-02-22,INTERNAL
ADMIN-EXP-1378,ADMIN-FUND-004,Audit,Transaction,"Davis, Reeves and Stewart",2024-05-23,47223.39,USD,"Traditional already real.
Side laugh tough. Item see across peace.",44674,PAID,PAID,2024-05-23,,2024-05-23,2024-05-23,1.0,2024-05-23,INTERNAL
ADMIN-EXP-1379,ADMIN-FUND-004,Audit,Transaction,"Jennings, Torres and Delgado",2025-08-15,28344.59,USD,Effort wear claim concern your per expect. History try hope picture member test effort.,16929,APPROVED,UNPAID,2025-08-15,,2025-08-15,2025-08-15,1.0,2025-08-15,INTERNAL
ADMIN-EXP-1380,ADMIN-FUND-004,Other,Fund,Hall-Hill,2025-10-06,35535.45,USD,Score body care within college.,81609,PENDING,PAID,2025-10-06,,2025-10-06,2025-10-06,1.0,2025-10-06,INTERNAL
ADMIN-EXP-1381,ADMIN-FUND-004,Other,Transaction,Anderson LLC,2021-08-26,63272.3,USD,"Sport many task employee.
Right main understand pick off half. Near serious open them amount total.",37248,PENDING,UNPAID,2021-08-26,,2021-08-26,2021-08-26,1.0,2021-08-26,INTERNAL
ADMIN-EXP-1382,ADMIN-FUND-004,Travel,Transaction,"Banks, Jones and Vang",2022-06-26,69737.96,USD,Bring us painting.,48044,PAID,UNPAID,2022-06-26,,2022-06-26,2022-06-26,1.0,2022-06-26,INTERNAL
ADMIN-EXP-1383,ADMIN-FUND-004,Legal,Fund,"Barnett, Moore and Anderson",2025-09-11,17609.37,USD,Fight share mission total oil have. Close vote officer week experience carry.,43313,APPROVED,UNPAID,2025-09-11,,2025-09-11,2025-09-11,1.0,2025-09-11,INTERNAL
ADMIN-EXP-1384,ADMIN-FUND-004,Audit,Transaction,"Duncan, Lopez and Knox",2024-12-06,63512.22,USD,Act show possible attorney than half same. Sit book kid want like talk.,56429,PAID,PAID,2024-12-06,,2024-12-06,2024-12-06,1.0,2024-12-06,INTERNAL
ADMIN-EXP-1385,ADMIN-FUND-004,Other,Fund,Walter Inc,2022-06-06,15695.8,USD,Husband tonight off standard study already nature. Democrat unit lot. Rich then individual both.,66903,APPROVED,PAID,2022-06-06,,2022-06-06,2022-06-06,1.0,2022-06-06,INTERNAL
ADMIN-EXP-1386,ADMIN-FUND-004,Audit,Transaction,"Glenn, Smith and Calhoun",2025-01-07,11595.95,USD,Down water world challenge style. Exist end together central. Election everybody cost us.,83880,APPROVED,UNPAID,2025-01-07,,2025-01-07,2025-01-07,1.0,2025-01-07,INTERNAL
ADMIN-EXP-1387,ADMIN-FUND-004,Audit,Fund,"Stein, Martinez and Garcia",2025-01-18,56634.58,USD,Improve dream look artist project tax wait bank.,48882,APPROVED,PAID,2025-01-18,,2025-01-18,2025-01-18,1.0,2025-01-18,INTERNAL
ADMIN-EXP-1388,ADMIN-FUND-004,Other,Fund,Johnson-Adams,2021-12-19,24030.92,USD,Over last unit level issue add close others. Man experience last example there street glass.,58723,APPROVED,PAID,2021-12-19,,2021-12-19,2021-12-19,1.0,2021-12-19,INTERNAL
ADMIN-EXP-1389,ADMIN-FUND-004,Audit,Fund,"Reyes, Ruiz and Morris",2021-08-10,54456.25,USD,Throughout probably blood a current.,88313,PAID,UNPAID,2021-08-10,,2021-08-10,2021-08-10,1.0,2021-08-10,INTERNAL
ADMIN-EXP-1390,ADMIN-FUND-004,Legal,Transaction,Cooley and Sons,2024-11-26,61186.8,USD,Young third event end place. Such though serious. Sure same whether floor.,48266,PAID,UNPAID,2024-11-26,,2024-11-26,2024-11-26,1.0,2024-11-26,INTERNAL
ADMIN-EXP-1391,ADMIN-FUND-004,Audit,Fund,Gordon-Christensen,2022-07-08,62399.92,USD,Important stock beautiful. Series ball red event.,78929,PAID,PAID,2022-07-08,,2022-07-08,2022-07-08,1.0,2022-07-08,INTERNAL
ADMIN-EXP-1392,ADMIN-FUND-004,Other,Transaction,"Cook, Wells and Olson",2023-05-02,41625.09,USD,Ready individual type far right already for southern.,45770,APPROVED,PAID,2023-05-02,,2023-05-02,2023-05-02,1.0,2023-05-02,INTERNAL
ADMIN-EXP-1393,ADMIN-FUND-004,Travel,Transaction,Harvey-Hoover,2022-04-23,56137.94,USD,Simply ahead later pattern best. Rise final tend blue million ask age.,38445,APPROVED,UNPAID,2022-04-23,,2022-04-23,2022-04-23,1.0,2022-04-23,INTERNAL
ADMIN-EXP-1394,ADMIN-FUND-004,Travel,Transaction,"Brennan, Jones and Fleming",2024-09-22,44192.45,USD,Little suffer away night safe data owner.,38304,PAID,UNPAID,2024-09-22,,2024-09-22,2024-09-22,1.0,2024-09-22,INTERNAL
ADMIN-EXP-1395,ADMIN-FUND-004,Travel,Fund,Mcintyre PLC,2021-06-30,64515.26,USD,Often character role seat. Our certain learn region. Support anything card quality.,55182,APPROVED,PAID,2021-06-30,,2021-06-30,2021-06-30,1.0,2021-06-30,INTERNAL
ADMIN-EXP-1396,ADMIN-FUND-004,Travel,Transaction,Kim Inc,2025-09-29,9618.15,USD,Two return set interview cultural. Music like book.,67805,APPROVED,PAID,2025-09-29,,2025-09-29,2025-09-29,1.0,2025-09-29,INTERNAL
ADMIN-EXP-1397,ADMIN-FUND-004,Travel,Transaction,"Barnes, Morales and Morrow",2024-05-14,73107.76,USD,Stuff foreign she threat worker.,78409,PENDING,UNPAID,2024-05-14,,2024-05-14,2024-05-14,1.0,2024-05-14,INTERNAL
ADMIN-EXP-1398,ADMIN-FUND-004,Audit,Fund,White Group,2021-05-19,67829.57,USD,Call culture contain prepare several bed. Plant staff contain look heavy rich.,18950,PENDING,UNPAID,2021-05-19,,2021-05-19,2021-05-19,1.0,2021-05-19,INTERNAL
ADMIN-EXP-1399,ADMIN-FUND-004,Travel,Fund,"Beard, White and Martinez",2023-02-21,74163.28,USD,"Travel car fire group.
Statement difficult it large appear. Reveal might military ready wide.",56674,APPROVED,PAID,2023-02-21,,2023-02-21,2023-02-21,1.0,2023-02-21,INTERNAL
ADMIN-EXP-1400,ADMIN-FUND-004,Travel,Fund,Taylor-Snow,2022-09-02,46598.06,USD,Ago yeah reduce analysis may.,39095,APPROVED,UNPAID,2022-09-02,,2022-09-02,2022-09-02,1.0,2022-09-02,INTERNAL
ADMIN-EXP-1401,ADMIN-FUND-004,Other,Fund,"Stanley, Sanders and Carter",2025-07-10,65610.25,USD,Perform we success.,71220,PENDING,PAID,2025-07-10,,2025-07-10,2025-07-10,1.0,2025-07-10,INTERNAL
ADMIN-EXP-1402,ADMIN-FUND-004,Travel,Transaction,"Howard, Lee and Stewart",2025-03-22,75450.75,USD,Yard by traditional difference apply skill save team. Couple happy trial that.,46065,APPROVED,UNPAID,2025-03-22,,2025-03-22,2025-03-22,1.0,2025-03-22,INTERNAL
ADMIN-EXP-1403,ADMIN-FUND-004,Audit,Fund,Williams-Woods,2022-11-29,69105.37,USD,Factor control available own eye better them. Purpose keep way.,30959,PAID,UNPAID,2022-11-29,,2022-11-29,2022-11-29,1.0,2022-11-29,INTERNAL
ADMIN-EXP-1404,ADMIN-FUND-004,Legal,Transaction,"Mendez, Bishop and Mullins",2023-12-07,50764.68,USD,Race concern take. Reality indicate deep record employee decision well consumer.,67375,APPROVED,PAID,2023-12-07,,2023-12-07,2023-12-07,1.0,2023-12-07,INTERNAL
ADMIN-EXP-1405,ADMIN-FUND-004,Other,Transaction,Hernandez-Chavez,2023-08-15,54667.45,USD,Eight attorney point fill arm. Decision region market without great.,26768,PENDING,PAID,2023-08-15,,2023-08-15,2023-08-15,1.0,2023-08-15,INTERNAL
ADMIN-EXP-1406,ADMIN-FUND-004,Other,Transaction,Diaz-Wells,2022-12-31,16482.74,USD,Speech economic evening partner. Charge no fear Mrs he week.,26363,PENDING,PAID,2022-12-31,,2022-12-31,2022-12-31,1.0,2022-12-31,INTERNAL
ADMIN-EXP-1407,ADMIN-FUND-004,Audit,Fund,Hughes LLC,2025-08-04,52943.88,USD,Support safe require along scene. Scientist together enough audience. Letter should church drop.,45440,PAID,UNPAID,2025-08-04,,2025-08-04,2025-08-04,1.0,2025-08-04,INTERNAL
ADMIN-EXP-1408,ADMIN-FUND-004,Audit,Transaction,Dixon-Lopez,2025-07-21,19272.91,USD,Court plant whose item gas. Involve coach bag democratic give. Choice ask morning art.,73831,PENDING,UNPAID,2025-07-21,,2025-07-21,2025-07-21,1.0,2025-07-21,INTERNAL
ADMIN-EXP-1409,ADMIN-FUND-004,Travel,Transaction,Richardson LLC,2022-02-05,49842.09,USD,Significant sport economy model public question. Car raise deep individual defense.,36370,PAID,UNPAID,2022-02-05,,2022-02-05,2022-02-05,1.0,2022-02-05,INTERNAL
ADMIN-EXP-1410,ADMIN-FUND-004,Other,Transaction,"Shaw, Jensen and Estrada",2025-03-19,39465.97,USD,Owner seat nature from they else rather. Marriage hospital Mr she. Establish positive staff.,14392,PENDING,UNPAID,2025-03-19,,2025-03-19,2025-03-19,1.0,2025-03-19,INTERNAL
ADMIN-EXP-1411,ADMIN-FUND-004,Audit,Transaction,"Munoz, Shaw and Harris",2022-08-26,39291.72,USD,Where approach shoulder. Too operation current maintain nothing.,91342,APPROVED,PAID,2022-08-26,,2022-08-26,2022-08-26,1.0,2022-08-26,INTERNAL
ADMIN-EXP-1412,ADMIN-FUND-004,Other,Transaction,Rasmussen Group,2025-07-04,40039.16,USD,Dream administration big story song radio see those. Same physical key clear plant face make.,29822,PENDING,UNPAID,2025-07-04,,2025-07-04,2025-07-04,1.0,2025-07-04,INTERNAL
ADMIN-EXP-1413,ADMIN-FUND-004,Other,Transaction,Paul PLC,2021-06-18,10838.54,USD,Kid animal major process adult scene. Company quality again century.,86065,PAID,PAID,2021-06-18,,2021-06-18,2021-06-18,1.0,2021-06-18,INTERNAL
ADMIN-EXP-1414,ADMIN-FUND-004,Audit,Transaction,"Navarro, West and White",2020-11-26,63603.65,USD,Contain doctor former nothing four left. Of long everything prove worry rate itself sell.,37899,PENDING,PAID,2020-11-26,,2020-11-26,2020-11-26,1.0,2020-11-26,INTERNAL
ADMIN-EXP-1415,ADMIN-FUND-004,Travel,Fund,Martin Group,2021-11-24,23002.78,USD,General lawyer likely chair people sport. Kitchen full old trade country prove lose.,45214,APPROVED,PAID,2021-11-24,,2021-11-24,2021-11-24,1.0,2021-11-24,INTERNAL
ADMIN-EXP-1416,ADMIN-FUND-004,Other,Transaction,Miller-Bradshaw,2021-03-15,53139.54,USD,Drug more since two. Others anything traditional week model. Manage course direction.,26385,PAID,UNPAID,2021-03-15,,2021-03-15,2021-03-15,1.0,2021-03-15,INTERNAL
ADMIN-EXP-1417,ADMIN-FUND-004,Audit,Transaction,Moore Group,2023-05-19,67240.0,USD,Now evidence form administration past. Big everything understand line to read.,67827,APPROVED,UNPAID,2023-05-19,,2023-05-19,2023-05-19,1.0,2023-05-19,INTERNAL
ADMIN-EXP-1418,ADMIN-FUND-004,Legal,Transaction,Preston-White,2021-04-27,12455.58,USD,Color quickly well various land movement. Fear forget government nature any.,75368,PENDING,UNPAID,2021-04-27,,2021-04-27,2021-04-27,1.0,2021-04-27,INTERNAL
ADMIN-EXP-1419,ADMIN-FUND-004,Audit,Fund,"Smith, Miller and Patterson",2025-04-03,26025.18,USD,Positive sure building skin green each sense across. Front base smile.,68345,APPROVED,PAID,2025-04-03,,2025-04-03,2025-04-03,1.0,2025-04-03,INTERNAL
ADMIN-EXP-1420,ADMIN-FUND-004,Audit,Fund,"Eaton, Park and Wilson",2021-06-01,58161.93,USD,Itself drive avoid top involve good. Sort store seem big skin ago who.,96569,PENDING,UNPAID,2021-06-01,,2021-06-01,2021-06-01,1.0,2021-06-01,INTERNAL
ADMIN-EXP-1421,ADMIN-FUND-004,Travel,Transaction,Cain-Walker,2024-03-21,46845.1,USD,Spend civil evidence me sing despite. Member perform design discussion among research space.,20806,PAID,UNPAID,2024-03-21,,2024-03-21,2024-03-21,1.0,2024-03-21,INTERNAL
ADMIN-EXP-1422,ADMIN-FUND-004,Other,Transaction,Gibson-Bender,2024-06-22,21954.38,USD,Simple common court happy. Beautiful capital middle level.,20398,PENDING,UNPAID,2024-06-22,,2024-06-22,2024-06-22,1.0,2024-06-22,INTERNAL
ADMIN-EXP-1423,ADMIN-FUND-004,Audit,Transaction,"Rogers, Dunlap and Shaw",2021-12-19,38868.56,USD,Catch tell each year by law.,62516,PENDING,UNPAID,2021-12-19,,2021-12-19,2021-12-19,1.0,2021-12-19,INTERNAL
ADMIN-EXP-1424,ADMIN-FUND-004,Other,Transaction,Newton-Hunt,2021-08-06,63951.91,USD,Fact major Congress upon traditional. Who west seven investment board television.,66757,PENDING,UNPAID,2021-08-06,,2021-08-06,2021-08-06,1.0,2021-08-06,INTERNAL
ADMIN-EXP-1425,ADMIN-FUND-004,Audit,Transaction,Walton-Green,2020-12-25,74368.12,USD,And begin pretty despite month cause. Assume figure old modern stay agent able.,16143,PAID,UNPAID,2020-12-25,,2020-12-25,2020-12-25,1.0,2020-12-25,INTERNAL
ADMIN-EXP-1426,ADMIN-FUND-004,Legal,Transaction,Montoya and Sons,2025-02-08,66181.69,USD,Near bag second include appear my. Cup manager five. Subject her charge quickly without hold.,28307,PAID,UNPAID,2025-02-08,,2025-02-08,2025-02-08,1.0,2025-02-08,INTERNAL
ADMIN-EXP-1427,ADMIN-FUND-004,Audit,Transaction,Clements-Smith,2024-01-26,71295.38,USD,Student growth box able hair. South who song red long else. Value gun left radio most if Democrat.,19254,PENDING,UNPAID,2024-01-26,,2024-01-26,2024-01-26,1.0,2024-01-26,INTERNAL
ADMIN-EXP-1428,ADMIN-FUND-004,Audit,Transaction,Green-Miller,2025-06-18,44805.13,USD,Tough close plan our low. Yet former military himself big today.,87763,PAID,UNPAID,2025-06-18,,2025-06-18,2025-06-18,1.0,2025-06-18,INTERNAL
ADMIN-EXP-1429,ADMIN-FUND-004,Other,Transaction,Perry-Moore,2025-01-02,29462.89,USD,Marriage hand center end look else.,46159,APPROVED,PAID,2025-01-02,,2025-01-02,2025-01-02,1.0,2025-01-02,INTERNAL
ADMIN-EXP-1430,ADMIN-FUND-004,Other,Fund,Park-Carter,2025-10-13,55319.75,USD,Charge themselves contain ten. Moment who personal work every heavy expert.,82615,PENDING,PAID,2025-10-13,,2025-10-13,2025-10-13,1.0,2025-10-13,INTERNAL
ADMIN-EXP-1431,ADMIN-FUND-004,Travel,Transaction,"Melton, Garrett and Fields",2023-06-28,61766.23,USD,Care reveal economic rule now drug simply. Senior near low line material seven contain.,40429,PAID,UNPAID,2023-06-28,,2023-06-28,2023-06-28,1.0,2023-06-28,INTERNAL
ADMIN-EXP-1432,ADMIN-FUND-004,Audit,Fund,"Hernandez, Lee and Valencia",2021-05-30,13637.37,USD,Born husband tough ability. Bring foreign government color anyone physical feel.,72777,APPROVED,UNPAID,2021-05-30,,2021-05-30,2021-05-30,1.0,2021-05-30,INTERNAL
ADMIN-EXP-1433,ADMIN-FUND-004,Other,Fund,Kirk Inc,2023-06-27,48467.56,USD,Discuss stay mouth finally adult moment.,42211,APPROVED,PAID,2023-06-27,,2023-06-27,2023-06-27,1.0,2023-06-27,INTERNAL
ADMIN-EXP-1434,ADMIN-FUND-004,Audit,Transaction,Estrada Inc,2025-02-01,71808.58,USD,Number position different fund. Magazine resource sort others tough.,50176,PAID,UNPAID,2025-02-01,,2025-02-01,2025-02-01,1.0,2025-02-01,INTERNAL
ADMIN-EXP-1435,ADMIN-FUND-004,Travel,Fund,"Snyder, Hammond and Johnson",2023-06-14,35746.1,USD,Best table service ready. Rich friend shake my break. Blue myself your impact stuff wonder pay.,99653,PAID,UNPAID,2023-06-14,,2023-06-14,2023-06-14,1.0,2023-06-14,INTERNAL
ADMIN-EXP-1436,ADMIN-FUND-004,Other,Transaction,"Zuniga, Freeman and Barron",2025-01-15,65291.14,USD,Oil blue whether already both talk. Forget letter black wall. Air parent boy affect guy.,73602,PAID,UNPAID,2025-01-15,,2025-01-15,2025-01-15,1.0,2025-01-15,INTERNAL
